ent_id,etype,month,p50,p_deficit,drivers,action
118,dairy_shg,2026-06-01,-9714.798537072833,0.9928554993607092,repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
43,kharif_farmer,2026-05-01,-5602.549277441743,0.9922277670950037,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
94,dairy_shg,2026-06-01,-6680.059018276387,0.992002601027845,repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
96,dairy_shg,2026-06-01,-7835.250664062864,0.991480191378872,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
99,dairy_shg,2026-05-01,-8948.337049683563,0.9911339178929373,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
95,dairy_shg,2026-05-01,-7648.898658491453,0.9907941934381012,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
31,kharif_farmer,2026-02-01,-6302.6030594633185,0.9907072126690887,rainfall deficit last month; mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
50,kharif_farmer,2026-02-01,-5622.98651019078,0.9905320693898041,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
21,kharif_farmer,2026-02-01,-5942.145784467645,0.9901493113004948,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
58,kharif_farmer,2026-01-01,-9015.071216886816,0.9900111528925888,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
9,kharif_farmer,2026-04-01,-9540.59030093991,0.9893392961477842,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
97,dairy_shg,2026-05-01,-5221.838285189601,0.9891204073766465,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
41,kharif_farmer,2026-06-01,-10943.758078908728,0.9888342919933473,monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
22,kharif_farmer,2026-02-01,-6135.100638455583,0.9887212847660828,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
35,kharif_farmer,2026-03-01,-3277.6361419517325,0.9887007590004404,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
36,kharif_farmer,2026-02-01,-8649.12219557899,0.9885250293759645,mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
98,dairy_shg,2026-06-01,-6319.143301287215,0.9885169321471452,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
106,dairy_shg,2026-06-01,-5174.418546724241,0.988419710932289,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
4,kharif_farmer,2026-02-01,-5464.117737205465,0.9883384253368446,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
37,kharif_farmer,2026-03-01,-6708.430771476562,0.9877398828475061,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
5,kharif_farmer,2026-02-01,-7516.214112419321,0.9876701407151709,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
55,kharif_farmer,2026-05-01,-5716.976586176031,0.9876600859643234,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
23,kharif_farmer,2026-02-01,-5360.74519520418,0.987602713592003,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
39,kharif_farmer,2026-02-01,-4282.251493139315,0.9875769906920796,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
37,kharif_farmer,2026-01-01,-7954.841214194061,0.9874647427934995,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
64,dairy_shg,2026-05-01,-8293.029079509082,0.9874413795950397,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
30,kharif_farmer,2026-05-01,-7644.808413811343,0.9874346993841249,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
103,dairy_shg,2026-06-01,-7687.892752277609,0.9868666277089484,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
119,dairy_shg,2026-06-01,-7318.4793857282075,0.9867479094772619,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
111,dairy_shg,2026-06-01,-7934.692605433279,0.9865714781935672,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
48,kharif_farmer,2026-03-01,-3760.705088732848,0.9864494433270322,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
51,kharif_farmer,2026-03-01,-6536.5532788762375,0.986340843335395,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
115,dairy_shg,2026-06-01,-5136.371632992697,0.9863023039555356,mandi price falling; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
48,kharif_farmer,2026-05-01,-5237.240582208534,0.9861127219276566,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
19,kharif_farmer,2026-04-01,-7906.568631071401,0.9860661516145092,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
52,kharif_farmer,2026-03-01,-4036.564455832027,0.9859586532402401,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
25,kharif_farmer,2026-03-01,-2984.9404606837784,0.9859525288903556,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
26,kharif_farmer,2026-02-01,-5929.292414392253,0.9858233787274606,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
63,dairy_shg,2026-06-01,-7922.202372800123,0.9854780257382396,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
40,kharif_farmer,2026-04-01,-9132.186568065035,0.9853033134587109,mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
60,kharif_farmer,2026-01-01,-4681.392306374427,0.9852416278614786,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
9,kharif_farmer,2026-03-01,-8159.822610078439,0.9849923285459566,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
12,kharif_farmer,2026-02-01,-10655.45953271455,0.9849485942532369,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
17,kharif_farmer,2026-03-01,-4449.024398787414,0.9845594178194567,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
83,dairy_shg,2026-05-01,-5502.42268424778,0.9844165431533101,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
51,kharif_farmer,2026-02-01,-8572.404999258317,0.9842852564293549,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
9,kharif_farmer,2026-02-01,-10046.962693806949,0.9836960917916173,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
89,dairy_shg,2026-06-01,-6724.369381474709,0.98357729043164,rainfall deficit last month; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
3,kharif_farmer,2026-04-01,-6997.727491847034,0.9834822955509326,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
22,kharif_farmer,2026-01-01,-5173.602831965731,0.9834020521288901,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
6,kharif_farmer,2026-03-01,-3629.7784062476985,0.98316260668186,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
27,kharif_farmer,2026-04-01,-9163.788865448205,0.9830888614536776,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
55,kharif_farmer,2026-02-01,-5589.235582311963,0.9828521760994359,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
78,dairy_shg,2026-05-01,-8084.432941236844,0.9824852621070952,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
72,dairy_shg,2026-06-01,-7455.511328888289,0.9820009337257931,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
66,dairy_shg,2026-06-01,-5632.07845120758,0.9818780003555351,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
14,kharif_farmer,2026-02-01,-5157.253067827103,0.9818767243786671,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
35,kharif_farmer,2026-02-01,-4297.916106391592,0.9809573993398062,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
50,kharif_farmer,2026-03-01,-4087.1538321610014,0.9805626664445113,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
31,kharif_farmer,2026-04-01,-6542.590640884997,0.9805533334729457,rainfall deficit last month; mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
56,kharif_farmer,2026-05-01,-7895.762831166706,0.9804131321575017,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
5,kharif_farmer,2026-01-01,-6999.103073271599,0.9802064397275628,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
16,kharif_farmer,2026-03-01,-4508.669024187331,0.9801267386668445,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
80,dairy_shg,2026-06-01,-3710.9783287834684,0.9800207286898862,monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
75,dairy_shg,2026-02-01,-5916.169222042692,0.9798785240349642,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
11,kharif_farmer,2026-02-01,-12086.415604538244,0.9796220641402746,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
22,kharif_farmer,2026-03-01,-4924.459472891683,0.9795433204168787,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
4,kharif_farmer,2026-03-01,-3836.6832059670173,0.9794873381750309,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
96,dairy_shg,2026-05-01,-5195.903225381677,0.9793844901143176,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
8,kharif_farmer,2026-05-01,-5354.700384259165,0.9786992672071854,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
1,kharif_farmer,2026-02-01,-6668.667115229032,0.9785407155246006,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
35,kharif_farmer,2026-05-01,-4211.633768748032,0.9784090885954583,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
101,dairy_shg,2026-05-01,-5175.400970787056,0.9783616985395229,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
61,dairy_shg,2026-06-01,-5085.008374848908,0.9780138570810516,mandi price falling; missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
4,kharif_farmer,2026-01-01,-4846.107120351682,0.9774733687476667,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
28,kharif_farmer,2026-02-01,-4800.772021875863,0.9772974726169771,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
18,kharif_farmer,2026-05-01,-4920.746803950572,0.9769412292962574,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
16,kharif_farmer,2026-01-01,-5354.498766644878,0.9765172362529615,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
70,dairy_shg,2026-06-01,-6942.1549168975,0.9762122840919552,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
37,kharif_farmer,2026-02-01,-7851.314174281233,0.9757668272470554,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
5,kharif_farmer,2026-04-01,-6777.9640047141465,0.9755500851081431,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
104,dairy_shg,2026-03-01,-7044.075580485977,0.9752658591153175,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
24,kharif_farmer,2026-04-01,-7701.658771661931,0.9751947836921503,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
51,kharif_farmer,2026-01-01,-7507.789133263624,0.9748735643942839,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
46,kharif_farmer,2026-02-01,-5299.963973148284,0.9744003173743118,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
57,kharif_farmer,2026-03-01,-4980.252298735567,0.9739882844034142,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
12,kharif_farmer,2026-03-01,-6369.183373623421,0.9729945582836121,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
31,kharif_farmer,2026-01-01,-4360.93696024864,0.9729005910280006,rainfall deficit last month; mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
12,kharif_farmer,2026-04-01,-8532.806961469507,0.9727762136120393,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
65,dairy_shg,2026-06-01,-5949.888611862107,0.9727500289358939,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
52,kharif_farmer,2026-01-01,-4753.548046435002,0.9725561964490588,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
69,dairy_shg,2026-06-01,-6508.905592302352,0.9721986821653424,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
41,kharif_farmer,2026-05-01,-5852.840683124996,0.9695217566349515,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
13,kharif_farmer,2026-04-01,-6613.821949485692,0.9691944247395201,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
117,dairy_shg,2026-05-01,-6603.359192491747,0.9684997442453941,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
140,kirana_trader,2026-06-01,-9709.037180176918,0.9683189524367019,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
33,kharif_farmer,2026-03-01,-5832.9159736168995,0.9674309706220796,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
14,kharif_farmer,2026-03-01,-3394.9861568844026,0.9666686405036712,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
36,kharif_farmer,2026-04-01,-7788.03245121785,0.966574423712401,mandi price falling; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
33,kharif_farmer,2026-02-01,-7906.469500457683,0.9655130726415597,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
87,dairy_shg,2026-05-01,-4098.458634055301,0.9647562741721304,rainfall deficit last month; mandi price falling,Field visit within 2 weeks; assess restructuring / top-up need
105,dairy_shg,2026-06-01,-5410.422236115328,0.963990205477218,monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
38,kharif_farmer,2026-05-01,-4204.627570558468,0.9629963167438075,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
86,dairy_shg,2026-05-01,-5587.013004899084,0.9622813110641986,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
109,dairy_shg,2026-06-01,-6557.164093999349,0.9622028769536173,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
16,kharif_farmer,2026-04-01,-5897.722787462531,0.9619497240285594,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
92,dairy_shg,2026-06-01,-3972.815906592232,0.9619306659172773,rainfall deficit last month; missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
13,kharif_farmer,2026-01-01,-5682.292664411631,0.9619248448340073,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
42,kharif_farmer,2026-02-01,-8830.093053197375,0.9616433921002607,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
10,kharif_farmer,2026-02-01,-3824.5683103434094,0.9616227686035748,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
47,kharif_farmer,2026-05-01,-3686.0072602893665,0.9606160115663898,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
34,kharif_farmer,2026-01-01,-6280.002300028439,0.9603331789343035,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
55,kharif_farmer,2026-01-01,-3949.5860450918008,0.9599292576156635,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
57,kharif_farmer,2026-02-01,-5217.503815474845,0.9597385675536085,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
28,kharif_farmer,2026-01-01,-4523.294732165079,0.9595279338698924,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
46,kharif_farmer,2026-03-01,-3466.4082370818087,0.9592132391504333,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
134,kirana_trader,2026-06-01,-9123.600916900063,0.9589204270186568,mandi price falling; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
7,kharif_farmer,2026-04-01,-7333.208637833309,0.9582972814674361,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
75,dairy_shg,2026-03-01,-4828.258151988398,0.9581982799180803,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
37,kharif_farmer,2026-04-01,-7033.674440139782,0.958181586534914,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
85,dairy_shg,2026-05-01,-5594.108963043334,0.956684895912011,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
25,kharif_farmer,2026-05-01,-3875.994673238479,0.9559676126007715,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
7,kharif_farmer,2026-03-01,-5911.159786078851,0.9559509638797925,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
7,kharif_farmer,2026-01-01,-6559.41962013891,0.9554115343587798,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
55,kharif_farmer,2026-04-01,-5510.07757176315,0.9547485630927025,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
116,dairy_shg,2026-06-01,-5643.067757620911,0.9544349536469336,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
68,dairy_shg,2026-06-01,-3822.255518750653,0.9537046478774882,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
30,kharif_farmer,2026-02-01,-6847.815117170391,0.9531945050602472,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
63,dairy_shg,2026-05-01,-5314.410617441134,0.9524612683236048,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
104,dairy_shg,2026-02-01,-7967.011598451941,0.9524428111340845,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
156,kirana_trader,2026-06-01,-7418.48781847649,0.9512138126282258,rainfall deficit last month; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
1,kharif_farmer,2026-04-01,-5951.255652259426,0.9505411979335268,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
42,kharif_farmer,2026-04-01,-8549.704457808695,0.9497692308784373,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
11,kharif_farmer,2026-04-01,-9108.423717252179,0.9486768186603731,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
29,kharif_farmer,2026-01-01,-6307.202475936014,0.947559692632394,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
93,dairy_shg,2026-06-01,-5601.75323210793,0.9470551844055793,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
10,kharif_farmer,2026-03-01,-3587.11016169414,0.9465781863573228,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
6,kharif_farmer,2026-05-01,-4141.67357672943,0.9465618039645738,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
60,kharif_farmer,2026-03-01,-2655.950382741855,0.9464964877538139,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
140,kirana_trader,2026-05-01,-8214.888599380178,0.9464281679231743,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
30,kharif_farmer,2026-01-01,-5388.55494450731,0.9457479708119607,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
57,kharif_farmer,2026-05-01,-3859.0772412000797,0.9445204206127721,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
118,dairy_shg,2026-05-01,-7201.735376020979,0.9443356575852881,repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
29,kharif_farmer,2026-02-01,-6156.885794251077,0.9441643856617202,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
29,kharif_farmer,2026-04-01,-6785.825961470109,0.9441589941079447,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
18,kharif_farmer,2026-04-01,-5068.868034219374,0.943696887565718,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
60,kharif_farmer,2026-02-01,-3169.5669101557833,0.9435882052361513,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
30,kharif_farmer,2026-04-01,-6497.661261090877,0.9426168787079835,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
58,kharif_farmer,2026-02-01,-8975.609023235324,0.9415598855336748,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
73,dairy_shg,2026-06-01,-5631.265369197944,0.9413041963625471,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
7,kharif_farmer,2026-02-01,-6565.445075955095,0.9411564186472556,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
104,dairy_shg,2026-04-01,-6276.591856919103,0.9410782384383672,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
1,kharif_farmer,2026-03-01,-5712.357944439434,0.94082383877574,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
48,kharif_farmer,2026-02-01,-3835.776082615306,0.9403540458772736,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
176,kirana_trader,2026-01-01,-11156.594638090106,0.9402181233971602,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
43,kharif_farmer,2026-02-01,-4953.3317581961555,0.9400894846195986,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
18,kharif_farmer,2026-02-01,-4014.602987347694,0.9390843636828717,rainfall deficit last month; missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
21,kharif_farmer,2026-04-01,-4878.1935964387085,0.9390587311039359,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
54,kharif_farmer,2026-04-01,-5474.481663020438,0.9390419987825195,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
20,kharif_farmer,2026-04-01,-7384.34874150217,0.9387562272334221,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
53,kharif_farmer,2026-01-01,-3186.938234398426,0.9387176402026081,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
30,kharif_farmer,2026-03-01,-4808.547650911376,0.9379806652848571,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
39,kharif_farmer,2026-04-01,-4484.3855072787055,0.937635727904089,rainfall deficit last month,Field visit within 2 weeks; assess restructuring / top-up need
26,kharif_farmer,2026-04-01,-4890.022006203788,0.9374213901474707,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
50,kharif_farmer,2026-04-01,-4954.159833962146,0.9372273323554722,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
22,kharif_farmer,2026-04-01,-4960.138324194611,0.936641572433928,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
72,dairy_shg,2026-05-01,-5036.332830155007,0.9353944731456213,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
43,kharif_farmer,2026-01-01,-4968.321600023447,0.9349599830000463,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
17,kharif_farmer,2026-04-01,-4633.46737644186,0.9346015698808086,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
20,kharif_farmer,2026-03-01,-6776.795934422603,0.9339243586185567,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
32,kharif_farmer,2026-05-01,-3589.98667400494,0.9338648481571629,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
20,kharif_farmer,2026-02-01,-8669.76278388899,0.9336674217395227,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
121,kirana_trader,2026-05-01,-6047.86083413617,0.9334541750512939,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
51,kharif_farmer,2026-04-01,-6670.35325464717,0.9327684891943445,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
4,kharif_farmer,2026-04-01,-5047.1628050414665,0.9309478357991474,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
77,dairy_shg,2026-05-01,-4260.350690570637,0.9297828930942144,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
176,kirana_trader,2026-05-01,-7011.692149196835,0.9291394747275386,rainfall deficit last month; missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
59,kharif_farmer,2026-02-01,-10256.706981892685,0.9285047733018724,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
33,kharif_farmer,2026-04-01,-6908.908146476457,0.9279920396180068,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
160,kirana_trader,2026-01-01,-7012.393853973244,0.9274403460920929,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
102,dairy_shg,2026-06-01,-3825.2898809096187,0.9272360570613438,missed SHG deposits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
176,kirana_trader,2026-06-01,-8399.553102415783,0.9269709808212081,rainfall deficit last month; missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
121,kirana_trader,2026-06-01,-7337.111427354172,0.9264921121113802,missed SHG deposits; repeated recent deficits; monsoon input-cost season,Field visit within 2 weeks; assess restructuring / top-up need
44,kharif_farmer,2026-02-01,-7037.962689944072,0.9264047128209869,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
75,dairy_shg,2026-04-01,-4413.7997101617375,0.9256797322038591,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
38,kharif_farmer,2026-02-01,-4879.129572986533,0.9248965324457711,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
71,dairy_shg,2026-05-01,-5013.618066243686,0.9248384085085526,missed SHG deposits; repeated recent deficits,Field visit within 2 weeks; assess restructuring / top-up need
14,kharif_farmer,2026-01-01,-3969.2063810638283,0.9246729537344116,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
136,kirana_trader,2026-01-01,-7045.835039200156,0.9246112618324985,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
14,kharif_farmer,2026-04-01,-4651.314657886729,0.922958812153005,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
11,kharif_farmer,2026-03-01,-6253.172000472102,0.9210616962024052,missed SHG deposits,Field visit within 2 weeks; assess restructuring / top-up need
57,kharif_farmer,2026-04-01,-4835.687306126402,0.921015386551344,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
41,kharif_farmer,2026-03-01,-5167.4801425769865,0.920829203992461,seasonal pattern,Field visit within 2 weeks; assess restructuring / top-up need
